,Scenario Name,Tools,Task Graphs
82,How to Create a Lasting Tradition for Baby's First Christmas,"[""On your baby's first Christmas, take them to get a picture taken with Santa."", 'Each year, bring your child to the mall to take a picture with Santa Claus.', 'Once your amount of photos starts to add up, put the photos in a special ""Santa Album"".', 'Once your child becomes a teenager (or at whatever age your child stops wanting to take pictures with Santa), present your child with the photo album of all their pictures with Santa.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': ""On your baby's first Christmas, take them to get a picture taken with Santa.""}, {'id': 'task_2', 'label': 'Each year, bring your child to the mall to take a picture with Santa Claus.'}, {'id': 'task_3', 'label': 'Once your amount of photos starts to add up, put the photos in a special ""Santa Album"".'}, {'id': 'task_4', 'label': 'Once your child becomes a teenager (or at whatever age your child stops wanting to take pictures with Santa), present your child with the photo album of all their pictures with Santa.'}], 'edges': [{'from': 'task_2', 'to': 'task_3'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_3', 'to': 'task_4'}]}}"
83,How to Refinish Furniture,"['Select the right piece.', 'Make a refinishing plan.', 'Buy refinishing supplies.', ""Remove the furniture's hardware.""]","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Select the right piece.'}, {'id': 'task_2', 'label': 'Make a refinishing plan.'}, {'id': 'task_3', 'label': 'Buy refinishing supplies.'}, {'id': 'task_4', 'label': ""Remove the furniture's hardware.""}], 'edges': [{'from': 'task_2', 'to': 'task_3'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_3', 'to': 'task_4'}]}}"
84,How to get a new lamp,"['leave home through the front door', 'lock the front door', 'walk to the furniture store', 'navigate to the lighting section', 'determine which lamp is best', 'bring the lamp to the register']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'leave home through the front door'}, {'id': 'task_2', 'label': 'lock the front door'}, {'id': 'task_3', 'label': 'walk to the furniture store'}, {'id': 'task_4', 'label': 'navigate to the lighting section'}, {'id': 'task_5', 'label': 'determine which lamp is best'}, {'id': 'task_6', 'label': 'bring the lamp to the register'}], 'edges': [{'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
85,How to get away from the city life,"['Look up a trail outside of the city', 'Get directions to the trail', 'Leave the apartment building', 'Walk to the car', 'Get into car', 'Follow directions to the trail', 'Take a breath of fresh country air']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Look up a trail outside of the city'}, {'id': 'task_2', 'label': 'Get directions to the trail'}, {'id': 'task_3', 'label': 'Leave the apartment building'}, {'id': 'task_4', 'label': 'Walk to the car'}, {'id': 'task_5', 'label': 'Get into car'}, {'id': 'task_6', 'label': 'Follow directions to the trail'}, {'id': 'task_7', 'label': 'Take a breath of fresh country air'}], 'edges': [{'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_6', 'to': 'task_7'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
86,How to Make Diabetic‐Friendly Food for the Holidays,"['Mix the Greek yogurt, sugar, pistachios, and cranberries.', 'Spread the mixture evenly on a baking sheet.', 'Freeze the bark.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Mix the Greek yogurt, sugar, pistachios, and cranberries.'}, {'id': 'task_2', 'label': 'Spread the mixture evenly on a baking sheet.'}, {'id': 'task_3', 'label': 'Freeze the bark.'}], 'edges': [{'from': 'task_2', 'to': 'task_3'}, {'from': 'task_1', 'to': 'task_2'}]}}"
87,How to take a train trip across the country,"['Plan an itinerary', 'Buy a train ticket', 'Pack luggage bags', 'Drive to the train station', 'Board the train']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Plan an itinerary'}, {'id': 'task_2', 'label': 'Buy a train ticket'}, {'id': 'task_3', 'label': 'Pack luggage bags'}, {'id': 'task_4', 'label': 'Drive to the train station'}, {'id': 'task_5', 'label': 'Board the train'}], 'edges': [{'from': 'task_3', 'to': 'task_4'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_1', 'to': 'task_2'}]}}"
88,How to Choose vegetables for salad,"['check pantry area for non-refrigerated vegetables', 'open the refrigerator', 'look in the vegetable drawer for available options', 'take out desired items and place on kitchen counter', 'squeeze and smell all produce for freshness', 'mix selected items with those on kitchen counter', 'combine in a bowl and place under cold running water']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'check pantry area for non-refrigerated vegetables'}, {'id': 'task_2', 'label': 'open the refrigerator'}, {'id': 'task_3', 'label': 'look in the vegetable drawer for available options'}, {'id': 'task_4', 'label': 'take out desired items and place on kitchen counter'}, {'id': 'task_5', 'label': 'squeeze and smell all produce for freshness'}, {'id': 'task_6', 'label': 'mix selected items with those on kitchen counter'}, {'id': 'task_7', 'label': 'combine in a bowl and place under cold running water'}], 'edges': [{'from': 'task_2', 'to': 'task_3'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_6', 'to': 'task_7'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
89,How to sit down at desk,"['arrive at the building', 'walk to the desk', 'open up the door', 'look for an empty desk', 'point at the desk']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'arrive at the building'}, {'id': 'task_2', 'label': 'walk to the desk'}, {'id': 'task_3', 'label': 'open up the door'}, {'id': 'task_4', 'label': 'look for an empty desk'}, {'id': 'task_5', 'label': 'point at the desk'}], 'edges': [{'from': 'task_3', 'to': 'task_4'}, {'from': 'task_1', 'to': 'task_3'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_2'}]}}"
90,How to Do Leg Lifts With an Exercise Ball,"['Get on your knees and roll your chest forward over the ball.', 'Lift your legs off of the floor and find your center of gravity.', 'Point your toes out away from you and lift your legs.', 'Lower your legs back to their original position.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Get on your knees and roll your chest forward over the ball.'}, {'id': 'task_2', 'label': 'Lift your legs off of the floor and find your center of gravity.'}, {'id': 'task_3', 'label': 'Point your toes out away from you and lift your legs.'}, {'id': 'task_4', 'label': 'Lower your legs back to their original position.'}], 'edges': [{'from': 'task_2', 'to': 'task_3'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_3', 'to': 'task_4'}]}}"
91,How to introduce a new flavor of ice cream,"['Think about what new flavor to add.', 'Ask customers for flavor suggestions.', 'Gather ingredients, try different recipes.', 'Have employees try samples.', 'Decide on which recipe, serve for first time.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Think about what new flavor to add.'}, {'id': 'task_2', 'label': 'Ask customers for flavor suggestions.'}, {'id': 'task_3', 'label': 'Gather ingredients, try different recipes.'}, {'id': 'task_4', 'label': 'Have employees try samples.'}, {'id': 'task_5', 'label': 'Decide on which recipe, serve for first time.'}], 'edges': [{'from': 'task_3', 'to': 'task_4'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_2', 'to': 'task_3'}]}}"
92,How to play a game of squash,"['pick up squash gear from the garage', 'take gear to the car', 'put gear in car', 'get into car', 'drive to squash field', 'get out of the car and grab gear', 'wait for other players']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'pick up squash gear from the garage'}, {'id': 'task_2', 'label': 'take gear to the car'}, {'id': 'task_3', 'label': 'put gear in car'}, {'id': 'task_4', 'label': 'get into car'}, {'id': 'task_5', 'label': 'drive to squash field'}, {'id': 'task_6', 'label': 'get out of the car and grab gear'}, {'id': 'task_7', 'label': 'wait for other players'}], 'edges': [{'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_6', 'to': 'task_7'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
93,How to make some money,"['create a resume', 'revise the resume', 'look up job offers', 'send the resumes', 'drive to the interview', 'accept the job', 'complete first day of work']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'create a resume'}, {'id': 'task_2', 'label': 'revise the resume'}, {'id': 'task_3', 'label': 'look up job offers'}, {'id': 'task_4', 'label': 'send the resumes'}, {'id': 'task_5', 'label': 'drive to the interview'}, {'id': 'task_6', 'label': 'accept the job'}, {'id': 'task_7', 'label': 'complete first day of work'}], 'edges': [{'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_6', 'to': 'task_7'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
94,How to learn to back flip,"['Turn on the computer.', 'Open a web browser.', 'Search the Internet on how to back flip.', 'Take notes on what to do.', 'Order a trampoline or a foam ball pit.', 'Set the item up when upon arrival.', 'Practice doing back flips.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Turn on the computer.'}, {'id': 'task_2', 'label': 'Open a web browser.'}, {'id': 'task_3', 'label': 'Search the Internet on how to back flip.'}, {'id': 'task_4', 'label': 'Take notes on what to do.'}, {'id': 'task_5', 'label': 'Order a trampoline or a foam ball pit.'}, {'id': 'task_6', 'label': 'Set the item up when upon arrival.'}, {'id': 'task_7', 'label': 'Practice doing back flips.'}], 'edges': [{'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_6', 'to': 'task_7'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
95,How to try wearing ripped jeans,"['Head to store', 'Ask where ripped jeans are', 'Walk to section jeans are sold', 'Choose a pair of jeans to try on', 'Try on jeans in fitting room', 'Purchase jeans while still wearing']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Head to store'}, {'id': 'task_2', 'label': 'Ask where ripped jeans are'}, {'id': 'task_3', 'label': 'Walk to section jeans are sold'}, {'id': 'task_4', 'label': 'Choose a pair of jeans to try on'}, {'id': 'task_5', 'label': 'Try on jeans in fitting room'}, {'id': 'task_6', 'label': 'Purchase jeans while still wearing'}], 'edges': [{'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
96,How to Cook Lamb,"['Combine the lamb and white wine in a medium-sized bowl.', 'Remove the lamb from the marinade and pat it dry.', 'Transfer the meat to a separate dish and set aside.', 'Add the meat, roasted peppers, tomatoes, bay leaf, parsley, and red wine to the pan and bring the mixture to a boil.', 'Pour in the chicken stock and bring the mixture to a boil again.', 'Serve the stew warm, adding salt and pepper to taste.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Combine the lamb and white wine in a medium-sized bowl.'}, {'id': 'task_2', 'label': 'Remove the lamb from the marinade and pat it dry.'}, {'id': 'task_3', 'label': 'Transfer the meat to a separate dish and set aside.'}, {'id': 'task_4', 'label': 'Add the meat, roasted peppers, tomatoes, bay leaf, parsley, and red wine to the pan and bring the mixture to a boil.'}, {'id': 'task_5', 'label': 'Pour in the chicken stock and bring the mixture to a boil again.'}, {'id': 'task_6', 'label': 'Serve the stew warm, adding salt and pepper to taste.'}], 'edges': [{'from': 'task_4', 'to': 'task_5'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_3', 'to': 'task_4'}, {'from': 'task_5', 'to': 'task_6'}]}}"
97,How to Make Champagne Cake,"['Add the pudding mix to a bowl.', 'Add 1 cup heavy cream to pudding mix.', 'Beat pudding mixture until it begins to thicken.', 'Add 1/4 cup champagne slowly to the pudding mixture.', 'Allow the pudding mixture to stand a few minutes to thicken.', 'Spread filling between the two cake layers.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Add the pudding mix to a bowl.'}, {'id': 'task_2', 'label': 'Add 1 cup heavy cream to pudding mix.'}, {'id': 'task_3', 'label': 'Beat pudding mixture until it begins to thicken.'}, {'id': 'task_4', 'label': 'Add 1/4 cup champagne slowly to the pudding mixture.'}, {'id': 'task_5', 'label': 'Allow the pudding mixture to stand a few minutes to thicken.'}, {'id': 'task_6', 'label': 'Spread filling between the two cake layers.'}], 'edges': [{'from': 'task_4', 'to': 'task_3'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_4'}, {'from': 'task_3', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}]}}"
98,How to Do a Bridge Exercise,"['Lie flat on your back with your knees bent and your feet hip distance apart.', 'Press your weight into your feet.', 'Interlock your hands as you move your torso and lower back up further.', 'Release carefully.']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'Lie flat on your back with your knees bent and your feet hip distance apart.'}, {'id': 'task_2', 'label': 'Press your weight into your feet.'}, {'id': 'task_3', 'label': 'Interlock your hands as you move your torso and lower back up further.'}, {'id': 'task_4', 'label': 'Release carefully.'}], 'edges': [{'from': 'task_2', 'to': 'task_3'}, {'from': 'task_1', 'to': 'task_2'}, {'from': 'task_3', 'to': 'task_4'}]}}"
99,How to exchange a shirt for a better size,"['find the receipt for the shirt', 'place receipt and shirt in bag', 'drive to the store where item was purchased', 'try on alternative sizes', 'find the customer service desk', 'head back to the service desk', 'explain intention to exchange']","{'task_graph': {'nodes': [{'id': 'task_1', 'label': 'find the receipt for the shirt'}, {'id': 'task_2', 'label': 'place receipt and shirt in bag'}, {'id': 'task_3', 'label': 'drive to the store where item was purchased'}, {'id': 'task_4', 'label': 'try on alternative sizes'}, {'id': 'task_5', 'label': 'find the customer service desk'}, {'id': 'task_6', 'label': 'head back to the service desk'}, {'id': 'task_7', 'label': 'explain intention to exchange'}], 'edges': [{'from': 'task_1', 'to': 'task_2'}, {'from': 'task_2', 'to': 'task_3'}, {'from': 'task_6', 'to': 'task_7'}, {'from': 'task_4', 'to': 'task_5'}, {'from': 'task_5', 'to': 'task_6'}, {'from': 'task_3', 'to': 'task_4'}]}}"
